text,label
Obycajna vychcana falosna flandra skratke prejebana Ockujeme lete saniach zdravotnici padaju drzku cakaju vakciny pride pani pica nahodne muzom zaockuju hej uctoch miliony hlave nasrate,3
Vakcina ucinok nemocnica blaf jednoduche nasnerujem jedno Mesto zrazu vavvv plne tyzden druhe mesto vavvv cisla jetu mutacia nepojdu ludia ockovanie vsade ludia ziju skoro normalne Slovensko klakne dobre Doktorom nedal klames,1
Pokora chyba Sprava Poloboh hnus,3
Slovaci doteraz ockovat nikto rychlovyrobenou vakcinou nebude vobec povinne Slovaci zistia Cibulkova dala elitne zaockovat strasne peniaze kupi clovek vakcinu prednoste zobrac zdochnut,3
Kurva chvilu zistim zaockovani,3
nepomoze Tupa Slovac Rodiny zdravotnikov umieraju Covid podakuju,0
Nedivila bych se kdyby osobu selhala dovedla ji omylu oznacili obycejnou sestricku ktera ji fyzicky podala Neverim nekdo personalu dovolil narizeni vedeni nakonec odskace chudak,1
uzasni dobre vieme pan premier nesiahas ludu kotniky,0
Virusi Slovensku Meciar Dzurinda Fico Matovic ludia,0
celebritky poslanecke rodiny zaockovane pisat vec tretej vlne ockovat bezdomovci chapem rizikova skupina vzdy bezmodvcami ludia platia dane ubohe PN podobne veci nemusim hovorit,2
vykluje uchyl stalkuje teenagerov D,3
kkt pomoze,3
ostatni doslova skapat,3
neposral Markizou,0
zlyhanie jednotlivca sakra zlyhanie celeho systemu pekne rezignovat minister zdravotnictva slusnej krajine davno urobil cele zle zomieraju zdravotnici stari ludia dvaja instagramovi pajacovia nemaju kozu tvari dat prednostne zaockovat zumpa zijeme,3
Ludia vi slepi simnite jak smeje ruskom tvar prezradza plane,0
nehanbiaaa mohli robit tematicke party celebritami ziadne opatrenia rychlo ockovat hajzli,3
Tusim vela rodina pohne nemocnice jeb jeb sama injekcia bezna vec,3
problem drviva vacsina ockovat nechce doprajte chcu,2
predstav nezostala hranicami,0
hlavne sektarskej hlave,0
strasna hanba,2
Chudak virus,1
neda negdo dole zmrde hnusni vlade jak potkanu nedeje chces furt ojebavat bodaj porazilo tvoju mater nehodila negde plotu odporni cloveku,3
Miro Gazi jak ksicht jako pises chodit kanaloch zumpach dement chuj korunovany vydrbanec zasran spinavy,3
nudi Slovensku potrebuje zaockovana mohla vyparit teplych krajin,2
cloveku chce grcat skorumpovanej republiky,2
nadhera fuj,3
dobra mutacia poviem,0
mutant,0
Vacsina Slovakov zrusenie Markizy niekedy neda zvladat covid bludy plieskate,3
Klamete zavadzate,2
ludia neoslavuju nenosia napichnutych vydlach,0
Klamete Markiza,2
niekto hlave miesto mozgu hovno takto vyzera,3
chudacik,0
snad sniva keby nedali neviem komunita FB cas surfovat FB vypisovat hluposti smiesne smutne,1
Zase bludy necitam,3
Markiza opat bluzni,3
vladny potkani roznasaju virus,0
niekto dostane infarkt vyseru Smiesne,0
Hahaha zase klamete Pozrite kolko ludi dalo hlas hovori Markiza neskutocny medialny odpad podajte ruky Topky sk Plus Jeden Den atd,2
tazke medialne odrbavky volil myslite ludia Slovensku idioti Nemam slov,3
zmrd pozval pomoc luzu Fico Pelle chcu dostat moci trochu inak mrtvolach Covid znaci horsi Trump,3
stale vysiela kktiny poznam nemaju naladenu Dufam krach dverami,3
tvdi skormpovana predana Markiza isto Hamba,2
Skoda hovorit Boh kostole mimo opat judasi zneprijemnovat zivot druhym robit zle Dneska kostola chodi ukazovat ahaze pozrite katolik pevne veriaci D clovek robi hriechy denno denne chodi skryvat kostola vieru domneni ide sviatost oltarnu Boh stejne vidi raz zrata konci zivota rovny,1
Zmrd zaujimas,3
Noo ovecky rychlo zaockovali,0
nehnevajte stazujete testuje zle nestetuje zle zatvoria obchpdy zle otvorene zle keby dodrziaval radsej hate,0
Nezmysel vacsina Americanov roky vlady zeby neboli prekvapeni markaci,1
Uzivaj druhe kolo krati Zajtra odvolame,0
kedy pride dufam skor,0
prestante trapny,1
prosim pozitivne sku svete,0
satan sedi misterstve,0
Mila Markiza Prestante oblbovat narod tolko bordelu hnoja strachu nasom state treba riesit problemi Americke prosim prestante klamat vymyvat ludom mozgy,2
divite vazeny prieskum jav zazracny krkavca holub prekrasny holuba krkavec peklo derie svet zaciatok,3
Fuha nikomu neprajem dostane najlahsie,0
tvarit nehrozi dali vakcinovat placebom priamom prenose jaj vymakany vakcina znamej zodpovednej firmy,0
Odpad spravy treba tim rit vitierat,3
Nemocnice kolabuju saso zabava priznaniach teenagerov aspon konecne tyka mentalneho veku hanba Slovensko zvolilo,2
Markiza sama spina,3
Hovno,3
moznost vidiet vstupi duch Svaty zachvilu zmutuje virus,0
Klamete vzdy,2
boja posrani,3
ostatni Kambodze odporne Ludia nieze dostanete rakovinu otravu krvi infarkt nebodaj rodit,0
Klamstvo,2
obojstrannym zapalom pluc doma mysli tupci genius,3
Televizia Markiza vstupe vasu stranku chcete suhlas uchovavanim osobnych informacii,0
Zase ojebavate TRAMP VYHRAL teraz trasete platia mimovladky bordel pustat ludom velke buuum,3
zase hlupost zrejme slovenska markiza spocitane,1
Hlavne Matovic pozitivny kazdom smere Slovensky narod vrati,0
zmutovani,0
skrachovanec povedat jasne stale ide smer odrbavaju ludia zial zeru,2
Matovicovo spinave onuce zase perli spinavci nevzdelany psychopat jako hlupaci nevzdelany,2
Hej volieb,0
divadlo rozdelili smer klesol percentach urobili smer hlasosmer zas zabudlivy volici volili nejde rokov urobili ludi znicili Slovensko stiahli uroven Rumunska zaostal m statom hamba smerohlasu,2
mutacia zrejme siri parlamente korovavirusu,0
Judas cvikeraty horsi zloduch termostat Pele nemas chrbtovu kost podkopavas nohy premierovi vlade pok ami ruky bozkat premierovi spravil ministra zobral tvoju darmozracsku sas vlady Hanba,2
Hnus dostali lepsie povedane dostanu,3
taktika zaciatku vedia prekuknuti prefuknuty riti podaktori,2
Falosny bratia zajtra bozkavat,1
Siri hlavicke,0
Debil nema robit,3
Zumpa zumpa,3
doteraz kradli spolu nekradli spolu roznymi znakmi,2
tvrdsi lockdown pozytyvnich,0
verim jeden najvacsi problem Kotleba,2
Svina svinu nezaprie,2
Chudak nejeblo Covidu Slovensko vydichlo jedneho zmrda menej vlade,1
Pan premier citujem mailu kamosky Anglicka Slovensko slavne Slovensko spravach novinach celosvetovo Konecne aspon satisfakcia spinavosti siria FB Signifikantne autori pisu prisernou gramatikou,0
viete priniesol konajte p Minister,0
Hnus spamatajte davate dristy kovid ostatni pokapte,3
skapali covid choroby,3
Dvaja kohuti vihrava sliepka,1
nedivim komentuje vrana vrane Mentalne cca rokov diplomat,2
RADSEJ DESAT FICOV PELLEGRINY DEMENTI,3
Nova mutacia OLANO pravda,0
Dufam ludia nezaskrtnu osohovnosti volbachZlodej zlodej klamar psychopat atd,3
zacat ockovat znova,0
hlavicke opiciak jedine dosral uzasnej vakciny vodca,0
Nova manipulacia citam cele zle,0
teraz robia nadalej Pele podrz taska Fica oligarchou Koootovci lyzu rit drobne podarena trojka,3
Hnus markiza,3
Cista pravda,0
debil hlave odporny klamar,3
Nechcem zjednodusovat lyzovacku Kollar povolil nasledok zrazu choroby covid nazor,0
jebeeeeeeeeeeeeeeeeeeeeeee nemoze pravda DDDDDD troll abo real D,2
Dajte pokoj Matelkovi teraz zodpovednosti ludi Nanestastie vela neuvedomuje nezodpovednost dohnala teraz keby spraval zodpovedne takto nedopadli Matelko nerozmysla nekona najprv uvedomme koname konanie nezavisi jedneho politikov nesvojpravni Zacnite venovat konanim politike,1
fuj zlakol noci bat,3
Najhorsi vyrus vlade nato pomoze jedno,0
prekonal doma tazky priebeh doma smiech,0
jo raz prisiel prace namalovanymi fuzmi kolegyne namalovanym obocim povedali vyzeram idiot,3
Kokotie hlavy rozsirene,0
dakujeme Myslite starsich chorych ludi par rokov pozit totiz strngali klucami namesti kvoli Demokracii generacia zamienala Demokraciu Anarchiou,0
mutacia odstup,0
zial nema jedno druhe D,2
mutacia,0
Skareda hnusna liberalna stara pica sediet doma pici mudrovat politiky vie nebola komunistka teraz prevratila kabat Slovensko neurobila hanbu,3
Michaela Spisiakova potesila keby praci niekto neisiel testovanie nakazil,0
Clovek nemoze ochoriet covid dostat vtedy poistovna zaplati euracov biznis biznis,0
vlada madia ryzuju,0
Ludia umieraju neliecene choroby eviduju Covid umrtia,0
Zacnes klamat ide,2
zevraj autobusar Vlado Weiss zaockovany cisty bordel,1
poriadne jebe stim kovidom,3
volieb hnusoba podme zbavit,0
Poriadna drzost,2
Krajci nacase stim daco robyli premierom prenechajte miesto odstupte,0
Pekne prevratila slovensku birokraciu osvetu ockovani jebe krasny pripad troska peniazkov niekomu zalepi hubu ruky chudak skap,3
fuuuj svina,2
nenapise bakane nedavno tlacovke tusim prosperuje,2
budou mutanti,0
Chudacik ktoreho treba polutovat strachu smrti pocikaval Ozaj chlapa ministerstve obrany,0
Krasne hajzel zariadil,3
veru preskocila staty sveta vynimocne Slovensko akurat dorazil zmutovany covid,0
svina bodaj nasledky nenasytna svina,2
Zrejme zas duch svaty navstivil sepol zrejme ide krajinou covidmutant,0
svina falosna,2
truba instante dala ban slusne napisal pica,3
Hanba Katastrofa,2
Drahoslava Ladicova dobry gulas,0
Sakra tohle zase nanu hrala tenis nebo neco takovyho,1
Typicky smerak chrli siru ociach jed jazyku same klamstva,2
Zdochnut vtedy zistil hovado,3
chceju odbremenit nemocnice doplnit ludi ochorelo stat radoch zime,0
Neviem virus sirite kurva Rychlo,3
Idioti,3
normalni Covid hit ide podochli ludia neverim nebudem verit ziadnej corone zahadne lieci doma panadolom doposial nenasiel liek Hlavne ockovacie latky strasne zaujimave skorumpovany svet,3
debil ulhanej,3
Vakcinacia Naco Problem solved,2
Trapne,1
napada mozog,0
Odkial prisiel stromu nechajte otvorene hranice Africky Polsky Argentinsky Japonsky virus vacsine naroda jasne covid jeden velky kseft Keby nebolo tvrdy Lockdown Nemocnice nedostavali priplatok covid pacienta Lekari zdravotnici nedostavali priplatok eur h dobry dovod robili statisticky plne nemocnice covid pacientov,0
kurva drieme protivzdusna obrana,3
boh hovori nebudte FARIZEJI modlia sinagogach zavrite doma izbe boha nevidiet sam VTEDY BOH vypocuje AMEN,2
Miroslav Ziak neviem pisu nasilu kvoli praci hadam kvoli ochranili ostatnych velmi dobru imunitu verim keby ochorela covid neviem mohla preniest niekoho diagnozy nemuselo dopadnut dobre takto myslela,0
Zblaznili prestanu klamstvom neverim jich bavi,0
Slavomir Hudec nepotykali,0
nemala sirit,0
dobre celoplosne testovanie Olano biznis,0
Premier Magor Itovic,2
Zaujimave problem nemocniciach nedostatok personalu plosne testovanie zozenie D D D Vyborne,2
Najnakazlivejsi koronavirus krajci,0
nezmeni,0
Najprv protestuju proti Matovicovi zatvaranie prevadzok nosia dom truhlu donho kopne Sulik Ciganikovou otvoril bary restauracie skoly teraz naplno vypuklo rodinach zomieraju ludia zaliezli Sulik Dubaji znovu pindaju Matovica situaciu virusom riesil Cista schizofrenia Sulika vlady vyprevadit opatrenia zosmiesnoval zlahcoval ludoch zivil falosnu nadej vazne deje hovoril Matovic dobrym mesiacom Zial mediam smiech Blahovi nezomrel Covid otec dni Vianocami,2
Nedal testovat tymito testami psa teraz chce testovat cele Slovensko cisty dement,3
Dusan Danovsky stary vulgarny vlastne bludar,2
nemaju chybu,0
Myslim ockovanie vhodne ockovany nieje chory covid testovani nevidim vela zleho,1
Jebe,3
Jeeej bohata krajina testovat ludi tyzden jeeej tolko zdravotnikov cele tyzdne lutujeme malickost jeeej dementi chodit Europe testov karanteny Ludia zobudte konecne,3
Idiot Nebol schopny dokoncit skolu ide domov testuje rana vecera,3
Chod prdele zloduch Hajzel zradca najviac drzat chrap,3
Narusenec ludom vyplnat organizovat vikendy osobne volno Fuj tejbl povl,3
Cisty kokot clovek,3
Nikdo nesiel roboty pozitivny sprosta hlava matovica povedat,3
pan davnejsie sympaticky sklamal Zistil populista prekruca pouziva demagogiu hovori chce vacsina prostoduchych slovakov pocut vyuziva krizovu situaciu prevzatie moci dostalo starych kolaji cias Ficovej vlady kratkozraki slabomyselni ludia doverovat,1
Spina,3
Boze neda pocuvat klamstvo klamstvom darmo ficova skola,2
uplne mentalne zasekol celoplosnom testovani pripomina polosialeneho generala stabe stale bluzni novej zazracnej zbrani zvrati cely priebeh vojny raz vnutorni nepriatelia prestanu sabotovat vyvoj,3
vazne hovado,3
Plcovka m sulik curak Vlastne sulik curak stale Sice vakcina podme radsej testovat sulik curak Zomrel niekoho poznam Jaj ozaj sulik curak,2
Mily pan premier neviem dakujete Keby testovanie skutocne dobrovolne nebolo robene natlakom roznych obmedzeni sankcii vtedy mohli dakovat ludi donutite testovat hrozbou domaceho vezenia dokazali moc pohladili ego,2
Ach saso marne nikdy nebudes premier sancu sklamal zradcu neda dobre cakat slizky,1
Chory mozog zastavte niekto blazna,1
Lekar Rasi vtedy lekarom treba niekoho zabezpecenie kseftov ala Paska kseftovanie odbornik informatizaciu facebooku objavuju odbornici patologiu Apropo nemohol dat Krajci povolavaci rozkaz nasupovat NR,0
citim marci plagiator stale rozprava istom ockovanie uplne obchadza neschopny nohsledom ministerstva zdravotnictva zabezpecit ockovanie neskutocne vyhovuje drzat ludi lockdowne nezazmluvnenie dostatocneho mnozstva vakciny stat niest babraci zodpovednost politicku,2
Nazor nacek,2
tvrdi markiza pravda radsej cusat tliachanice par dementov nezozerie,2
ide pice kokot,3
Rozzhaveny skorumpovany podliak,3
nevyjadrujem hovorte,0
Drahoslava Ladicova teraz fasizmus,0
Trestne oznamenie ohladom sirenia nakazy jedine spojencov Kotlebovcom podat Dokazuju stale novy rok takto krasne nacali zraz rusok boze ironia podat trestne oznamenie vladu najvacsimi siritelmi nakazy,0
chore,1
zvazat Nitry,0
Pele schovaj konecne,0
materinu picu keby predlzil stale nebolo lepsie igorka,3
Pellegrini luhar,0
Pan Matovic zaskakuje lekarov Prebera vlastnu zodpovednost,0
primitivny retardi terajsom parlamente nemoze prejst,2
Kurna nejako nedovolte dajte Ustavny sud sakra sikana,1
pravda,0
hajzli vyjebany,3
Naco zase predlzovat nudzovy stav Slovensko nevykazuje narast chorych Covid Nenasvedcuju ktomu cisla potrebne testovat testuju testami ukazu symptomy bezneho ochorenia ludi posuvaju testy netestovali psov vyjadrenia vodcu pomyli pravdu povie umyselne nechavaju ludi deti doma umyselne znizuju imunitu vtedy stane Hned oslabenu imunitu cloveka chyta virus Boze neklame pochopi laik Radsej rozdavajte radoch organizmu prospesne vitaminy D C Zn Se nato clovek dieta nema odporne Media prestante sirit klamstva hejmate dobre zaplatene Vyhovuje vazena vlada stav jest dovolenkovat netrapi ludia ziju drb Slovac zavriem zavriem papule doma tisko suchaju nozickami Vakciny mozte vopchat Clovek nekupi zaruky,2
teraz zacnime nadavat Myslite zmeni chceme zmenu vezmime priklad Ceska inak dalej nadavat NEZMENI,2
svine nemaju zrat kvikaju,1
vyhral volby Biden nemal stat Trumpa diskriminuju vela ludi zabuda Biden nevyhral volby klamali cislami spocitali takych ludi neziju takych volili uzavretych volbach Trump niekolko cisiel menej zopakovat volby Biden sebaisty volby zopakuju nezopakuju Biden vlada obycajny klamari,1
zaujima zomrie clovek zanedbanu starostlivost date covid cisla pojdu hore Krajci cisty sak zomrel covid infarkt,0
Nemas robit parlamente,0
vypadali vlasy holohlavy debil,3
Old Arnie is an idiot Needs just sit down and shut up,3
negativnym prace pozitivnym nakup potravin,0
Alena supeeer,0
zakerny ludia Slovensku fuj,3
Ach jaj Petko minule hovoril ludia sami postarat staraju nezvladaju potrebujes dozriet chlapce zlaty,0
jeto trochu trapne problem covid studenti ziju krajine,2
Anna Hrickova Zjavne neviete fasizmus Trebalo ucit,0
vladli dajte moznost,0
blbec keby vzdal omnoho horsi primitivnejsi ludia titul ziskany necestne uzivaju preveria vsetkym diplomove prace spravodlive uvidime studoval raz pisala robili veci mohol vyuzil rodicia tychto studentov,3
daj pokoj tlacis prenechajte miesto premierovi jeden nebol dobry premier viem nebude nikdy,0
ventilator nedostal fejk hovno stenkos,3
ostatny skapu,3
Debili,3
kkt base,3
Slovensku problem c,2
Chudak pupus zase prdi vody robi smrad sniva,1
Zakerna svina matelko titulu nezda vie dobre Slovensku dlho neostane pouzije titul mozna Svajciarsku dom stavaju potrebuje biznis cenu hm,2
Markyza kolko slusnych ludi davate sproste statusy drazite ludi tyzdne prazdniny vysielanie ubohe,2
vzdat svojpravnosti Svina,2
zdrogovany mocou mrtvoly valovom haved bolsevicka silno boja spravodlivosti nedame pochytame haved dostanu zasluzia zhumplovanie slovenska pobrat majetky nechat vyrovnavat uhorky Leopoldove,0
nezavrete tvrdo sak setci dat porobit zajtra judr nedal sak bu hentaky gasparek vole,2
pisat vselico klamar,2
Presne vobec nehanbi prizna verejne smrje vsetkym hajzel,3
Keby chochmes ide haja plagiator brat priklad rakuskej ministerky prace plagiat odstupila matovic nenazraty svina valova neodide,2
Kdo rada Dejte aspon ted pokoj Resi zachranu kejhaku jste nepochcipali Studentska rada urovni Fica Pelleho Kotleby soucasne celosvetove katastrofy prominte vyraz smejd,3
Fasista,3
Nechapem Slovensku nemocnic kazdej posteli lozok,0
Zas skurveni potkan,3
Strana Hlas trefne vedia papulou Smutne,0
Najvacsi klamar celom Slovensku,2
Odstup konecne idiot,3
Hanba,2
Chudak zije isiel,1
premierom teraz poslanec ziadny Hlas nevolili havkanie nebudeme reagovat,0
politici vzdat titulu hanba takito ludia reprezentuju Slovensko,2
da museli najskor prepisat diplomovky zadat systemu porovnat podmienkami platili vtedy teraz darmo kritizovat podmienky vtedy umoznovali skolitel napr sim mohol dostat diplomovkam UK podobne odbory blbost entu,1
kupoval vieme hovedo zakladnu skolu riadi slovakov Luptak nebol negramotni hajzel Nextime,3
Lubo Kaleta hlavne nominoval sam najvacsieho,0
spravne Pelegriny hambit,1
nema covid nema sancu normalnu zdravotnu starostlivost,0
prestane konecne chovat male dietaStale riesi problem Sulikom,2
situacia hodi mohol neustale ociernovat premiera prospech vidi ludia idu teplych rozkoch,0
poda blahu fica harabina vsetkych podobnych stvarali frasky namestiach,3
covidovych ostatny zdochnut,3
smeraci protestovali rusok Tupci,3
neda citat hroza raz problem tvrde opatrenia par dni zas naopak des,3
radiator boji robit madrac,0
hovoril podme kolektivne nahlasovat dezolatov nepriame zvolavanie,2
strngali kluca demokraciu momentalne riadne nastvana direktivu momentalne robi nasom state vybojovanom demokraciou nema zdaleka spolocne,0
Ziadne testovanie osud napisany obohacuju nestasti ludi ludia posluchaju male deti zobudte,0
nema ziadny pan grof trnavsky chodi vsade,0
neviete robit me trestne oznamenie davat ziadny rozumny navrh dat vlade neviete fuj,3
prihriaty prezleckabat hrozne jak zacal naparovat Ficom drzal hubu krok,0
noo ostatni ist vysetrenie,0
Smutne vysledok segredovanej najlepsiej skupiny vlady hickaju blazni terajsi vlade dali status nedoknutych,1
Miro Gazi chuj obdivujes Blahu totalneho dementa trtka baranov ospevuje komunistickych hajzlov zumpaci cele zlocincom Ficom,3
pripade Pellegrinyho zaloba chorobu vpustil krajiny Rovnaky nezmysel,1
fasisti vyhovaraju Pelleho dal lockdown vtedy nevedeli kovid silu nevyhnutne,3
Dovod neviete kradnut bojite caka schovali zigu svadieb spolupachatelmi sakovu buzisi,1
Hlas ide skadial vznikol teraz frajer Nemusim sorry,0
Pellegrini dat trestne oznamenie dezolatov Fica Kotlebu Harabina protestoch vyzyvali ludi ignorovali nariadenia vlady nenosili ruska,2
Drzim prsty dajte dole sasa trnavskeho,1
Buzerant buzerantov,2
Debil,3
Pavlina Gumanova ludi netreba huckat vidia robi skurvena vlada Matovica Testovica,3
Kokoti,3
Dusan Danovsky neobdivujem Obdivujes fuhrera curak urcite byvas byte komunistickych hajzloch,3
Drzia linie Igor Matovic zvany Matelko Zial Covid Slovensku prilis spolitizovana tema Politici skor spojit hladat riesenia pocuvat odbornikov inak predseda vlady vini ministra hospodarstva najsilnejsia opozicna strana premiera necudujem ludia znechuteny skor veria konspiraciam Trestne oznamenie nikomu zivot nezachrani skor vyzera divadlo ludi case ludia drzat spolu politici ludi skor rozdeluju nahanali preferencie pripade opozicie dosiahli pad vlady politika rozumna case krizy,2
pozriete zoznam chorob Ludia problemy Covid Ludia dostat infarkt porazku atd kus uvedomte robite,0
Pelle saso,1
Pelle falosny zakerny sebecky skorumpovany skompromitovany pohlavar SmeroHlasnej mafie podporovanej fasistami Uzasna perspektiva Slovensko dakujem neprosim,3
Pellegriny klamani populizme falosnosti zakernosti davno prekonal ucitela Preferencie alfou omegou existencie schopny zapredat diablovi fakt nema pripomenut robil nedavnom Fakt narod slepy hlupy tupy neprekukol tepleho zmetka,3
magor nevies robit bo chces bit premierom idiot,3
pustil chorobu Pelle bacoval Slovensku marci Magor,2
cakat zeberby trapny,1
moc celkom otoci nazor clovek pravo vlastny nazor pravo prejav zodpovednost zan slova skutky nasom Bananastane akosi celkom zabudlo clovek veci zodpovedny zakonom spolocnostou moralne siri hocijake bludy ohladu nasledky Vysledky dopadat celu spolocnost priklad popierania holocaustu vojnovych zlocinov spachal ktokolvek ludovych liecitelov vodkou bromhexinom odbornikov nanotechnologie dobiehaju teraz vlastne slova skutky Vlastne celu krajinu pripade byvaleho vyslanca NATO predtym sudruha komunistu pocasia proNATO proRusky lavicovo pravicovo orientovaneho Lotosa Banasa krizovou vypravou voci covi,3
dobre kuruje hlave smeracky odpad,2
vies hovno obojstrannom zapale pluc keby lezis prikovany posteli popitaj ludi zapal pluc uvidis minimalne tyzdne nevstanes postele,3
BASTARD,3
Snaha smeromafie dostat opat moci obrovska inak nevedia zarobit peniaze zbohatnut okradanim obcanov Slovenska dani eurofondov potrebuju moci vladnut rukach statny rozpocet rozhodovanie eurofondoch ciel smeromafie pouziju smeraci smeraci uplne klamstva demagogiu dezinformacie sirenie nenavisti zla idu mrtvoly zenie strach kauzy zaklope NAKA policia dvere obvineni sudeni,2
napadu prisli videu kokoti,3
inaci choroby nejsu,0
Traja bezmocni smiesny nastastie,3
nevybureny Chyba poriadna klbasa neprospieva lockdown Sexturistika viazne takto vyzera Modra ustrica zatvorena jebnutie pan Prdellini,0
Zatvorte tepleho idiota niekto niekam,3
zmrd kuje nove zakazy,3
svina kvika odtrhnuta koryta radsej drzi hubu kumpanmi caka NAKA navstevu coskoro,2
nosime pracovne bundy rukave nasivku HH nacek sila Helly Hansen,2
Skoda slak netrafil,1
Zial teraz pravdu,2
Presne pravdu pan Pellegriny vlada nici likviduje ludia debili veria,3
prestan PELLEE dost trapny komplicmi,1
Sak debil,3
Testovac se objevil aji kolu testovat idiot udelali soudruzi chybu se narodilo cudo blbe nejblbejsi svete,3
Totalna magoria Chripka neexistuje stym chodte niekam p e zmagorit cele Slovensko strasit,1
Dobre jebe hlavu skurvenu mrazoch cakat jedine,3
Sasko,1
zmrdovi nestaci mozme dat otestovat kedykolvek testovacom mieste nacisto drbe hlave nema vyznam,2
Drahoslava Ladicova velmi vystizne naozaj zamyslenie vopred upozornujem takmer nikto nepochopi vecera odpovedi hejtom,0
Ojebava kkt skurveny,3
Trnave,0
rezignoval celych rokov Ficovi Bojite Matovic pozatvara vsetkych skorumpovanych hajzlikov tetaz scvrkava ritka Najdi radcej poriadnu zenu pretiahne kludny,0
ide riti psa testovat ludi povie DEBIL,3
priblblom testovani neklesol pocet hospitalizovanych trochu hlavny problem treba riesit zas plosne testovat ockovat fakt dost nikto nezastavi,2
mimoparlamentna strana parlamente Hlavne novi slusni neznami politici posramotenej minulosti,0
Vyborne testami psa netestoval Psychopat naruseny,2
neda pocuvat trepe,3
Ostatny skapat,3
Nechat velke fabriky fungovat dalej niekto posraty tvrdy lockdown trestat zbytok plosnym testovanim uspesnost doma pomali mesiace zavrety Slovenske Gratulujeme Cele One man show bohuzial jednej mimoriadne chorej mysle Otazka zaver vyriesi,3
Raj zemi keby isiel fico frajer pelee riti zvas grc,3
blazon blazna nikto neposlucha vinimky Dajte testy chripku uvidime kolko kovidu,1
dokedy Slovensko trpiet psychopata cely svet ockuje ideme testovat jedina teoreticka zachrana zivotov ockovanie cely svet vie ockovanie treba zrychlit matelko ide predavat hracky trnavskej firmy Dakto dat lopatou hlave vdaka zomru tisice inak mrtvol cina Problem novinari tendencni povie vlada novinari zeru tvaria ok,2
Idiot fotke,3
Mentalny atlet Matelko,1
buzik zavidis nemozes fikovy natierat chrbat karibiku,3
Neuspesna atomova zbran Naco blbost Akurat Matelko zarobi miliony eur,1
zaujimalo pojde testy robit teraz zdravotnici konci silami prvom kole problem zohnat teraz chorych urcite,2
testami psa netestoval vyborne neuveritelny idiot,3
FicoPrd,0
krasne usmievaj dokola ide niektori ri veria,0
Ludia isli testovat museli,0
Miro Gazi zumpa zmlkni nekydaj lajna dementi zalezte kanalov smradlavych,3
dobre jebe zase vikend edte zime stat idu hajzlu,3
chory vie ocom hovory furt ekonomika,1
demokracii malo zial Slovensku nieje,2
P Pellegriny sklamal urobil strana Ludi neviedol dodrziavaniu opatreni nepodporil cela strana kritizovala p premiera nemusim myslite naj jedine Matovica naviac dar reci oblbnut ludi,1
chory psychopat zavriet kazajky okamzite,2
Konspiratori trolli hejteri moralny mravny ludsky odpad Slovenska,2
graf balzam Smer Hlasosmer one zelene hovna,3
Pan Pelegrini brusi zuby,0
Ladislav Depes ludia keci kebyze neviem hy robili sprosty slovensky narod,3
zavri muj more sak nikto nechape pocty jebnute x sulik idiot,3
Saso,1
Udivuje dokonca zaraza Pelegriniho drzost muz chrbtovej kosti,2
vzdy covid sranda Okay,0
Jaroslava Kolsovska Zilkova strngali klucami stastni ist Swechat kedy chce pochopite myslim,0
Testy dve veci dva dni nebudu platne klamstva,2
rokov rozkradali stat teraz ide podavat trestne oznamenie zdravotnictvo troskach bukvica nema chrbtovu kost,0
dnesnej dobe ukazalo zvlastne spravanie ludi Slovensku Ludom naozaj sibe vadia uplne hluposti Staci precitat komentare Hluposti plno,1
Hanba testovanie nechceme,2
Velmi rad siel pomoct Nitry hocikde ludom najviac potrebuju nemocnici hocijak kolky naslo ist pomoct nemocnic ruku srdce prestat pisat kktiny,3
Vi strasite boja,1
Sibaky,0
Pan kaslite hejterov hejtuju Hlasnosmeraci kokotlebovci konspiratori nostalgicki komunisti dezolati potvrdzuje pracu robite ocakava Nepodlahnite natlaku vyhrazkam chcu rieste zakonnymi cestami dorazne Drzim palce,2
Netrep DOS okidal nakazeny chodili vselide Tatrach,3
Narod jebe testovacku,3
saboter dege Nn,2
liecit lieky podporna liecboa priznakov neboli ludia vystraseni mohli zobrat pribuznych domov vyliecit,0
Hej hej dezinformacie ucit skole ucitel vlastny nazor sexualnu vychovu mohol vies sexualny deviant vlastnym nazorom,2
Ostatni pokapat chorobami kovid,2
Ziadne TESTOVANIE FUUUUJ HANBA,2
Mohol konecne niekto darovat mega vagabundovi teplakovu bundu,0
drzal palce situacia davno prerastla hlavu Preferencie padaju beznadejne snazi alibisticky polozit vladu vyzeralo polozil niekto Smutne trapne zaroven,1
Nemam problem pojdem,2
Kdo nieje blby vidi rozdiel hned nap jazva brade dobite ostatne dobity pan Prievidze stalo vlani kdo zaujem vyvolat nepokoj Slovensku Dementi Smeraci hoax,3
pozeram hlupi ludia stale,2
cij hlas vlastne zastupuje,0
Trepe dve tri,3
prestante hadat ludia stale arogantny vazna situacija dristy,3
Nespokojni ludia podakujte nezodpovednym ludom,1
situacia vazna stalo keby vobec nesli prace nikto inac rozmyslali pan premier,0
podnikatelom preplatene idioti,3
Hlavne clovek plati zdravotne poistenie osetrenie Auganistane,0
Zial nevedia konopi,2
NESPOKOJNI LUDIA PODAKUJTE NEZODPOVEDNYM LUDOM,1
Viera nedokazuje chodenim kostola spravanim zial Slovensku velmi malo veriacich spravaju presne Gratulujem vynimkam dokazuju viera nemusi nenavisti ohovarani,2
Dusan Danovsky byvas,0
